__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687397.816002,1689261897.180915,2.234061,0.443330,-0.104655,0.018983,-0.005886,167.991718,-0.994310,3.466320,5.950247,0.180940
1690687397.824491,1689261897.189424,2.237333,0.448727,-0.104675,0.019006,-0.005936,167.989468,-0.994307,3.466333,5.950243,0.180948
1690687397.832906,1689261897.197561,2.238752,0.444221,-0.104599,0.019023,-0.005897,167.998214,-0.994315,3.466321,5.950238,0.180928
1690687397.840556,1689261897.205729,2.241369,0.449357,-0.104637,0.019041,-0.005945,167.993863,-0.994310,3.466326,5.950225,0.180922
1690687397.858329,1689261897.222678,2.244083,0.442681,-0.104642,0.019071,-0.005889,167.993181,-0.994310,3.466319,5.950219,0.180930
1690687397.866495,1689261897.231116,2.238739,0.444951,-0.104643,0.019022,-0.005904,167.993110,-0.994310,3.466327,5.950218,0.180935
1690687397.874283,1689261897.239139,2.241631,0.448976,-0.104658,0.019043,-0.005942,167.991504,-0.994308,3.466319,5.950209,0.180938
1690687397.883262,1689261897.247767,2.236828,0.439291,-0.104674,0.019011,-0.005854,167.989375,-0.994308,3.466317,5.950205,0.180924
1690687397.891625,1689261897.256107,2.233212,0.442474,-0.104675,0.018976,-0.005878,167.989344,-0.994308,3.466316,5.950212,0.180924
1690687397.908270,1689261897.272756,2.232115,0.449076,-0.104633,0.018961,-0.005934,167.994357,-0.994312,3.466339,5.950212,0.180935
1690687397.916516,1689261897.281108,2.234932,0.443944,-0.104636,0.018990,-0.005892,167.993870,-0.994312,3.466323,5.950232,0.180942
1690687397.924895,1689261897.289436,2.227939,0.449911,-0.104589,0.018924,-0.005936,167.999361,-0.994318,3.466327,5.950239,0.180938
1690687397.933487,1689261897.297604,2.231534,0.451861,-0.104624,0.018953,-0.005957,167.995421,-0.994313,3.466332,5.950234,0.180940
1690687397.941201,1689261897.305811,2.234602,0.442850,-0.104583,0.018989,-0.005881,167.999975,-0.994317,3.466331,5.950235,0.180937
1690687397.958440,1689261897.322687,2.237188,0.441078,-0.104628,0.019012,-0.005869,167.994739,-0.994312,3.466329,5.950228,0.180941
1690687397.967054,1689261897.331188,2.238848,0.449972,-0.104585,0.019019,-0.005947,167.999926,-0.994316,3.466345,5.950234,0.180935
1690687397.976257,1689261897.339534,2.238008,0.448654,-0.104638,0.019012,-0.005935,167.993785,-0.994311,3.466322,5.950233,0.180946
1690687397.983389,1689261897.347917,2.244408,0.443708,-0.104689,0.019072,-0.005899,167.987766,-0.994305,3.466331,5.950229,0.180928
1690687397.991617,1689261897.356160,2.237237,0.445594,-0.104606,0.019009,-0.005908,167.997423,-0.994315,3.466337,5.950217,0.180935
