__time,/vrpn_client_node/turtlebot7/pose/header/stamp,/vrpn_client_node/turtlebot7/pose/pose/orientation/pitch_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/roll_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/w,/vrpn_client_node/turtlebot7/pose/pose/orientation/x,/vrpn_client_node/turtlebot7/pose/pose/orientation/y,/vrpn_client_node/turtlebot7/pose/pose/orientation/yaw_deg,/vrpn_client_node/turtlebot7/pose/pose/orientation/z,/vrpn_client_node/turtlebot7/pose/pose/position/x,/vrpn_client_node/turtlebot7/pose/pose/position/y,/vrpn_client_node/turtlebot7/pose/pose/position/z
1690687608.371618,1689262590.064185,1.202914,0.920984,-0.143508,-0.011542,0.006446,-163.487151,0.989561,3.058838,5.933586,0.174559
1690687608.379827,1689262590.072553,1.204526,0.913637,-0.143592,-0.011547,0.006379,-163.477433,0.989549,3.058832,5.933589,0.174557
1690687608.388228,1689262590.080760,1.207362,0.916525,-0.143542,-0.011575,0.006401,-163.483165,0.989556,3.058836,5.933582,0.174549
1690687608.405180,1689262590.097538,1.207716,0.918275,-0.143539,-0.011580,0.006416,-163.483535,0.989556,3.058843,5.933591,0.174558
1690687608.413356,1689262590.105817,1.209769,0.920393,-0.143575,-0.011601,0.006431,-163.479227,0.989551,3.058830,5.933590,0.174567
1690687608.421917,1689262590.114223,1.200004,0.917009,-0.143583,-0.011513,0.006414,-163.478543,0.989551,3.058844,5.933591,0.174547
1690687608.438197,1689262590.130792,1.198255,0.920200,-0.143548,-0.011501,0.006444,-163.482577,0.989556,3.058841,5.933593,0.174550
1690687608.438858,1689262590.130843,1.202588,0.921865,-0.143583,-0.011541,0.006453,-163.478419,0.989550,3.058845,5.933606,0.174545
1690687608.455471,1689262590.147705,1.199757,0.918064,-0.143613,-0.011512,0.006423,-163.475042,0.989546,3.058826,5.933613,0.174573
1690687608.464072,1689262590.156044,1.207010,0.921533,-0.143634,-0.011579,0.006444,-163.472420,0.989542,3.058830,5.933616,0.174559
1690687608.472883,1689262590.164202,1.205158,0.913882,-0.143631,-0.011553,0.006380,-163.472920,0.989543,3.058837,5.933614,0.174564
1690687608.479761,1689262590.172429,1.203416,0.920811,-0.143635,-0.011547,0.006442,-163.472432,0.989542,3.058836,5.933594,0.174553
